Intensity (mV), Distance (approx cm)
228, 13.6026363372
231, 13.5388746261
230, 13.5601282119
226, 13.6451454162
233, 13.4963665008
227, 13.6238908767
233, 13.4963665008
232, 13.5176200866
229, 13.5813827514
230, 13.5601282119
231, 13.5388746261
232, 13.5176200866
232, 13.5176200866
231, 13.5388746261
231, 13.5388746261
232, 13.5176200866
230, 13.5601282119
231, 13.5388746261
232, 13.5176200866
232, 13.5176200866
232, 13.5176200866
232, 13.5176200866
231, 13.5388746261
231, 13.5388746261
228, 13.6026363372
233, 13.4963665008
229, 13.5813827514
230, 13.5601282119
234, 13.4751119613
232, 13.5176200866
231, 13.5388746261
232, 13.5176200866
231, 13.5388746261
234, 13.4751119613
231, 13.5388746261
232, 13.5176200866
232, 13.5176200866
231, 13.5388746261
231, 13.5388746261
231, 13.5388746261
232, 13.5176200866
231, 13.5388746261
231, 13.5388746261
231, 13.5388746261
230, 13.5601282119
230, 13.5601282119
231, 13.5388746261
232, 13.5176200866
231, 13.5388746261
230, 13.5601282119
232, 13.5176200866
233, 13.4963665008
230, 13.5601282119
231, 13.5388746261
231, 13.5388746261
232, 13.5176200866
232, 13.5176200866
232, 13.5176200866
230, 13.5601282119
231, 13.5388746261
232, 13.5176200866
231, 13.5388746261
233, 13.4963665008
232, 13.5176200866
234, 13.4751119613
231, 13.5388746261
231, 13.5388746261
230, 13.5601282119
231, 13.5388746261
231, 13.5388746261
231, 13.5388746261
232, 13.5176200866
232, 13.5176200866
231, 13.5388746261
230, 13.5601282119
232, 13.5176200866
232, 13.5176200866
234, 13.4751119613
231, 13.5388746261
231, 13.5388746261
232, 13.5176200866
232, 13.5176200866
232, 13.5176200866
230, 13.5601282119
231, 13.5388746261
231, 13.5388746261
231, 13.5388746261
231, 13.5388746261
231, 13.5388746261
241, 13.3263330459
232, 13.5176200866
232, 13.5176200866
232, 13.5176200866
231, 13.5388746261
231, 13.5388746261
230, 13.5601282119
231, 13.5388746261
232, 13.5176200866
232, 13.5176200866
231, 13.5388746261
234, 13.4751119613
230, 13.5601282119
233, 13.4963665008
231, 13.5388746261
233, 13.4963665008
234, 13.4751119613
232, 13.5176200866
232, 13.5176200866
232, 13.5176200866
230, 13.5601282119
231, 13.5388746261
231, 13.5388746261
233, 13.4963665008
245, 13.2413167953
230, 13.5601282119
231, 13.5388746261
231, 13.5388746261
231, 13.5388746261
231, 13.5388746261
232, 13.5176200866
230, 13.5601282119
234, 13.4751119613
231, 13.5388746261
232, 13.5176200866
231, 13.5388746261
230, 13.5601282119
234, 13.4751119613
231, 13.5388746261
232, 13.5176200866
234, 13.4751119613
231, 13.5388746261
234, 13.4751119613
231, 13.5388746261
232, 13.5176200866
230, 13.5601282119
232, 13.5176200866
232, 13.5176200866
233, 13.4963665008
230, 13.5601282119
232, 13.5176200866
232, 13.5176200866
231, 13.5388746261
230, 13.5601282119
231, 13.5388746261
233, 13.4963665008
231, 13.5388746261
232, 13.5176200866
230, 13.5601282119
232, 13.5176200866
230, 13.5601282119
232, 13.5176200866
232, 13.5176200866
232, 13.5176200866
232, 13.5176200866
230, 13.5601282119
230, 13.5601282119
231, 13.5388746261
230, 13.5601282119
230, 13.5601282119
230, 13.5601282119
232, 13.5176200866
232, 13.5176200866
232, 13.5176200866
231, 13.5388746261
231, 13.5388746261
232, 13.5176200866
232, 13.5176200866
231, 13.5388746261
232, 13.5176200866
231, 13.5388746261
232, 13.5176200866
231, 13.5388746261
231, 13.5388746261
231, 13.5388746261
229, 13.5813827514
232, 13.5176200866
232, 13.5176200866
231, 13.5388746261
232, 13.5176200866
233, 13.4963665008
234, 13.4751119613
232, 13.5176200866
231, 13.5388746261
232, 13.5176200866
231, 13.5388746261
231, 13.5388746261
231, 13.5388746261
231, 13.5388746261
232, 13.5176200866
232, 13.5176200866
232, 13.5176200866
231, 13.5388746261
231, 13.5388746261
232, 13.5176200866
234, 13.4751119613
231, 13.5388746261
232, 13.5176200866
233, 13.4963665008
231, 13.5388746261
231, 13.5388746261
232, 13.5176200866
231, 13.5388746261
232, 13.5176200866
233, 13.4963665008
230, 13.5601282119
231, 13.5388746261
232, 13.5176200866
232, 13.5176200866
230, 13.5601282119
231, 13.5388746261
231, 13.5388746261
232, 13.5176200866
232, 13.5176200866
231, 13.5388746261
231, 13.5388746261
235, 13.4538574218
231, 13.5388746261
233, 13.4963665008
232, 13.5176200866
233, 13.4963665008
231, 13.5388746261
232, 13.5176200866
230, 13.5601282119
232, 13.5176200866
232, 13.5176200866
231, 13.5388746261
231, 13.5388746261
231, 13.5388746261
234, 13.4751119613
233, 13.4963665008
230, 13.5601282119
231, 13.5388746261
232, 13.5176200866
232, 13.5176200866
230, 13.5601282119
232, 13.5176200866
232, 13.5176200866
233, 13.4963665008
232, 13.5176200866
231, 13.5388746261
231, 13.5388746261
231, 13.5388746261
231, 13.5388746261
232, 13.5176200866
231, 13.5388746261
232, 13.5176200866
230, 13.5601282119
230, 13.5601282119
231, 13.5388746261
232, 13.5176200866
231, 13.5388746261
231, 13.5388746261
231, 13.5388746261
231, 13.5388746261
232, 13.5176200866
231, 13.5388746261
231, 13.5388746261
231, 13.5388746261
231, 13.5388746261
232, 13.5176200866
230, 13.5601282119
232, 13.5176200866
232, 13.5176200866
232, 13.5176200866
231, 13.5388746261
231, 13.5388746261
232, 13.5176200866
231, 13.5388746261
234, 13.4751119613
231, 13.5388746261
230, 13.5601282119
231, 13.5388746261
231, 13.5388746261
232, 13.5176200866
231, 13.5388746261
233, 13.4963665008
232, 13.5176200866
231, 13.5388746261
232, 13.5176200866
232, 13.5176200866
232, 13.5176200866
233, 13.4963665008
230, 13.5601282119
232, 13.5176200866
232, 13.5176200866
231, 13.5388746261
233, 13.4963665008
231, 13.5388746261
232, 13.5176200866
231, 13.5388746261
231, 13.5388746261
232, 13.5176200866
231, 13.5388746261
232, 13.5176200866
230, 13.5601282119
231, 13.5388746261
231, 13.5388746261
232, 13.5176200866
232, 13.5176200866
231, 13.5388746261
234, 13.4751119613
232, 13.5176200866
231, 13.5388746261
231, 13.5388746261
232, 13.5176200866
232, 13.5176200866
232, 13.5176200866
231, 13.5388746261
231, 13.5388746261
231, 13.5388746261
232, 13.5176200866
231, 13.5388746261
234, 13.4751119613
232, 13.5176200866
232, 13.5176200866
234, 13.4751119613
230, 13.5601282119
233, 13.4963665008
232, 13.5176200866
232, 13.5176200866
232, 13.5176200866
231, 13.5388746261
231, 13.5388746261
231, 13.5388746261
231, 13.5388746261
231, 13.5388746261
231, 13.5388746261
232, 13.5176200866
232, 13.5176200866
231, 13.5388746261
232, 13.5176200866
232, 13.5176200866
233, 13.4963665008
232, 13.5176200866
232, 13.5176200866
233, 13.4963665008
232, 13.5176200866
231, 13.5388746261
230, 13.5601282119
231, 13.5388746261
231, 13.5388746261
231, 13.5388746261
236, 13.4326038360
231, 13.5388746261
231, 13.5388746261
232, 13.5176200866
231, 13.5388746261
233, 13.4963665008
232, 13.5176200866
232, 13.5176200866
231, 13.5388746261
230, 13.5601282119
232, 13.5176200866
232, 13.5176200866
232, 13.5176200866
233, 13.4963665008
232, 13.5176200866
232, 13.5176200866
232, 13.5176200866
233, 13.4963665008
230, 13.5601282119
231, 13.5388746261
232, 13.5176200866
231, 13.5388746261
231, 13.5388746261
231, 13.5388746261
234, 13.4751119613
231, 13.5388746261
234, 13.4751119613
232, 13.5176200866
231, 13.5388746261
233, 13.4963665008
231, 13.5388746261
231, 13.5388746261
232, 13.5176200866
231, 13.5388746261
231, 13.5388746261
230, 13.5601282119
234, 13.4751119613
232, 13.5176200866
231, 13.5388746261
231, 13.5388746261
232, 13.5176200866
230, 13.5601282119
231, 13.5388746261
231, 13.5388746261
232, 13.5176200866
231, 13.5388746261
232, 13.5176200866
231, 13.5388746261
232, 13.5176200866
232, 13.5176200866
232, 13.5176200866
231, 13.5388746261
231, 13.5388746261
232, 13.5176200866
231, 13.5388746261
232, 13.5176200866
231, 13.5388746261
232, 13.5176200866
231, 13.5388746261
231, 13.5388746261
230, 13.5601282119
232, 13.5176200866
233, 13.4963665008
231, 13.5388746261
230, 13.5601282119
232, 13.5176200866
231, 13.5388746261
232, 13.5176200866
230, 13.5601282119
233, 13.4963665008
232, 13.5176200866
230, 13.5601282119
230, 13.5601282119
232, 13.5176200866
232, 13.5176200866
231, 13.5388746261
230, 13.5601282119
232, 13.5176200866
233, 13.4963665008
230, 13.5601282119
231, 13.5388746261
232, 13.5176200866
232, 13.5176200866
234, 13.4751119613
232, 13.5176200866
232, 13.5176200866
230, 13.5601282119
231, 13.5388746261
231, 13.5388746261
233, 13.4963665008
232, 13.5176200866
232, 13.5176200866
236, 13.4326038360
232, 13.5176200866
232, 13.5176200866
231, 13.5388746261
231, 13.5388746261
231, 13.5388746261
232, 13.5176200866
232, 13.5176200866
232, 13.5176200866
231, 13.5388746261
231, 13.5388746261
232, 13.5176200866
232, 13.5176200866
231, 13.5388746261
231, 13.5388746261
231, 13.5388746261
232, 13.5176200866
232, 13.5176200866
232, 13.5176200866
231, 13.5388746261
230, 13.5601282119
232, 13.5176200866
232, 13.5176200866
231, 13.5388746261
234, 13.4751119613
230, 13.5601282119
233, 13.4963665008
232, 13.5176200866
232, 13.5176200866
231, 13.5388746261
231, 13.5388746261
231, 13.5388746261
231, 13.5388746261
231, 13.5388746261
231, 13.5388746261
232, 13.5176200866
231, 13.5388746261
230, 13.5601282119
232, 13.5176200866
232, 13.5176200866
230, 13.5601282119
233, 13.4963665008
233, 13.4963665008
232, 13.5176200866
231, 13.5388746261
233, 13.4963665008
231, 13.5388746261
232, 13.5176200866
231, 13.5388746261
231, 13.5388746261
232, 13.5176200866
232, 13.5176200866
231, 13.5388746261
234, 13.4751119613
233, 13.4963665008
230, 13.5601282119
231, 13.5388746261
231, 13.5388746261
231, 13.5388746261
231, 13.5388746261
234, 13.4751119613
232, 13.5176200866
232, 13.5176200866
232, 13.5176200866
231, 13.5388746261
234, 13.4751119613
231, 13.5388746261
232, 13.5176200866
232, 13.5176200866
230, 13.5601282119
231, 13.5388746261
233, 13.4963665008
231, 13.5388746261
235, 13.4538574218
232, 13.5176200866
231, 13.5388746261
233, 13.4963665008
232, 13.5176200866
232, 13.5176200866
232, 13.5176200866
232, 13.5176200866
232, 13.5176200866
232, 13.5176200866
232, 13.5176200866
232, 13.5176200866
232, 13.5176200866
232, 13.5176200866
232, 13.5176200866
231, 13.5388746261
230, 13.5601282119
231, 13.5388746261
232, 13.5176200866
234, 13.4751119613
241, 13.3263330459
231, 13.5388746261
233, 13.4963665008
231, 13.5388746261
232, 13.5176200866
232, 13.5176200866
232, 13.5176200866
231, 13.5388746261
231, 13.5388746261
231, 13.5388746261
232, 13.5176200866
231, 13.5388746261
233, 13.4963665008
230, 13.5601282119
231, 13.5388746261
232, 13.5176200866
234, 13.4751119613
232, 13.5176200866
231, 13.5388746261
234, 13.4751119613
232, 13.5176200866
234, 13.4751119613
232, 13.5176200866
232, 13.5176200866
230, 13.5601282119
230, 13.5601282119
231, 13.5388746261
230, 13.5601282119
230, 13.5601282119
230, 13.5601282119
230, 13.5601282119
234, 13.4751119613
231, 13.5388746261
233, 13.4963665008
232, 13.5176200866
231, 13.5388746261
233, 13.4963665008
231, 13.5388746261
232, 13.5176200866
230, 13.5601282119
230, 13.5601282119
232, 13.5176200866
233, 13.4963665008
230, 13.5601282119
231, 13.5388746261
231, 13.5388746261
233, 13.4963665008
234, 13.4751119613
232, 13.5176200866
231, 13.5388746261
231, 13.5388746261
232, 13.5176200866
231, 13.5388746261
231, 13.5388746261
232, 13.5176200866
232, 13.5176200866
231, 13.5388746261
235, 13.4538574218
232, 13.5176200866
232, 13.5176200866
232, 13.5176200866
234, 13.4751119613
231, 13.5388746261
234, 13.4751119613
230, 13.5601282119
232, 13.5176200866
231, 13.5388746261
231, 13.5388746261
232, 13.5176200866
231, 13.5388746261
231, 13.5388746261
233, 13.4963665008
232, 13.5176200866
230, 13.5601282119
230, 13.5601282119
232, 13.5176200866
231, 13.5388746261
232, 13.5176200866
233, 13.4963665008
231, 13.5388746261
232, 13.5176200866
232, 13.5176200866
231, 13.5388746261
230, 13.5601282119
231, 13.5388746261
232, 13.5176200866
232, 13.5176200866
231, 13.5388746261
232, 13.5176200866
232, 13.5176200866
230, 13.5601282119
230, 13.5601282119
231, 13.5388746261
232, 13.5176200866
232, 13.5176200866
233, 13.4963665008
233, 13.4963665008
232, 13.5176200866
232, 13.5176200866
231, 13.5388746261
230, 13.5601282119
231, 13.5388746261
232, 13.5176200866
232, 13.5176200866
232, 13.5176200866
233, 13.4963665008
232, 13.5176200866
232, 13.5176200866
231, 13.5388746261
231, 13.5388746261
232, 13.5176200866
230, 13.5601282119
231, 13.5388746261
231, 13.5388746261
231, 13.5388746261
232, 13.5176200866
230, 13.5601282119
231, 13.5388746261
231, 13.5388746261
232, 13.5176200866
232, 13.5176200866
231, 13.5388746261
230, 13.5601282119
232, 13.5176200866
231, 13.5388746261
231, 13.5388746261
231, 13.5388746261
232, 13.5176200866
233, 13.4963665008
231, 13.5388746261
234, 13.4751119613
231, 13.5388746261
231, 13.5388746261
230, 13.5601282119
232, 13.5176200866
234, 13.4751119613
232, 13.5176200866
232, 13.5176200866
233, 13.4963665008
232, 13.5176200866
232, 13.5176200866
231, 13.5388746261
231, 13.5388746261
232, 13.5176200866
232, 13.5176200866
232, 13.5176200866
234, 13.4751119613
231, 13.5388746261
230, 13.5601282119
234, 13.4751119613
234, 13.4751119613
232, 13.5176200866
234, 13.4751119613
232, 13.5176200866
231, 13.5388746261
230, 13.5601282119
233, 13.4963665008
230, 13.5601282119
231, 13.5388746261
232, 13.5176200866
234, 13.4751119613
232, 13.5176200866
231, 13.5388746261
231, 13.5388746261
232, 13.5176200866
232, 13.5176200866
231, 13.5388746261
232, 13.5176200866
230, 13.5601282119
232, 13.5176200866
233, 13.4963665008
231, 13.5388746261
231, 13.5388746261
232, 13.5176200866
232, 13.5176200866
230, 13.5601282119
232, 13.5176200866
234, 13.4751119613
231, 13.5388746261
231, 13.5388746261
232, 13.5176200866
231, 13.5388746261
231, 13.5388746261
232, 13.5176200866
230, 13.5601282119
232, 13.5176200866
231, 13.5388746261
233, 13.4963665008
231, 13.5388746261
233, 13.4963665008
232, 13.5176200866
231, 13.5388746261
231, 13.5388746261
236, 13.4326038360
231, 13.5388746261
231, 13.5388746261
232, 13.5176200866
232, 13.5176200866
231, 13.5388746261
230, 13.5601282119
230, 13.5601282119
232, 13.5176200866
232, 13.5176200866
234, 13.4751119613
231, 13.5388746261
231, 13.5388746261
232, 13.5176200866
231, 13.5388746261
231, 13.5388746261
232, 13.5176200866
232, 13.5176200866
233, 13.4963665008
233, 13.4963665008
233, 13.4963665008
232, 13.5176200866
233, 13.4963665008
231, 13.5388746261
232, 13.5176200866
232, 13.5176200866
233, 13.4963665008
230, 13.5601282119
230, 13.5601282119
231, 13.5388746261
231, 13.5388746261
231, 13.5388746261
235, 13.4538574218
233, 13.4963665008
232, 13.5176200866
233, 13.4963665008
232, 13.5176200866
231, 13.5388746261
231, 13.5388746261
232, 13.5176200866
231, 13.5388746261
231, 13.5388746261
235, 13.4538574218
234, 13.4751119613
234, 13.4751119613
234, 13.4751119613
230, 13.5601282119
231, 13.5388746261
235, 13.4538574218
231, 13.5388746261
233, 13.4963665008
234, 13.4751119613
233, 13.4963665008
234, 13.4751119613
235, 13.4538574218
232, 13.5176200866
231, 13.5388746261
237, 13.4113492965
231, 13.5388746261
233, 13.4963665008
232, 13.5176200866
232, 13.5176200866
232, 13.5176200866
236, 13.4326038360
231, 13.5388746261
236, 13.4326038360
236, 13.4326038360
232, 13.5176200866
231, 13.5388746261
235, 13.4538574218
236, 13.4326038360
232, 13.5176200866
235, 13.4538574218
231, 13.5388746261
237, 13.4113492965
232, 13.5176200866
232, 13.5176200866
231, 13.5388746261
232, 13.5176200866
236, 13.4326038360
239, 13.3688411712
231, 13.5388746261
231, 13.5388746261
232, 13.5176200866
232, 13.5176200866
231, 13.5388746261
230, 13.5601282119
230, 13.5601282119
238, 13.3900957107
235, 13.4538574218
234, 13.4751119613
230, 13.5601282119
235, 13.4538574218
234, 13.4751119613
231, 13.5388746261
237, 13.4113492965
232, 13.5176200866
233, 13.4963665008
235, 13.4538574218
237, 13.4113492965
231, 13.5388746261
232, 13.5176200866
235, 13.4538574218
233, 13.4963665008
236, 13.4326038360
234, 13.4751119613
238, 13.3900957107
230, 13.5601282119
231, 13.5388746261
235, 13.4538574218
230, 13.5601282119
237, 13.4113492965
235, 13.4538574218
235, 13.4538574218
232, 13.5176200866
235, 13.4538574218
235, 13.4538574218
235, 13.4538574218
233, 13.4963665008
236, 13.4326038360
235, 13.4538574218
235, 13.4538574218
236, 13.4326038360
232, 13.5176200866
235, 13.4538574218
232, 13.5176200866
235, 13.4538574218
236, 13.4326038360
236, 13.4326038360
236, 13.4326038360
236, 13.4326038360
236, 13.4326038360
231, 13.5388746261
236, 13.4326038360
235, 13.4538574218
236, 13.4326038360
235, 13.4538574218
231, 13.5388746261
231, 13.5388746261
236, 13.4326038360
236, 13.4326038360
230, 13.5601282119
232, 13.5176200866
237, 13.4113492965
236, 13.4326038360
235, 13.4538574218
235, 13.4538574218
236, 13.4326038360
235, 13.4538574218
236, 13.4326038360
236, 13.4326038360
236, 13.4326038360
235, 13.4538574218
236, 13.4326038360
236, 13.4326038360
234, 13.4751119613
234, 13.4751119613
231, 13.5388746261
235, 13.4538574218
232, 13.5176200866
235, 13.4538574218
235, 13.4538574218
236, 13.4326038360
232, 13.5176200866
235, 13.4538574218
238, 13.3900957107
237, 13.4113492965
235, 13.4538574218
230, 13.5601282119
230, 13.5601282119
236, 13.4326038360
236, 13.4326038360
235, 13.4538574218
231, 13.5388746261
236, 13.4326038360
234, 13.4751119613
235, 13.4538574218
238, 13.3900957107
237, 13.4113492965
238, 13.3900957107
236, 13.4326038360
236, 13.4326038360
231, 13.5388746261
236, 13.4326038360
235, 13.4538574218
235, 13.4538574218
236, 13.4326038360
234, 13.4751119613
235, 13.4538574218
236, 13.4326038360
236, 13.4326038360
236, 13.4326038360
235, 13.4538574218
237, 13.4113492965
236, 13.4326038360
235, 13.4538574218
238, 13.3900957107
236, 13.4326038360
236, 13.4326038360
236, 13.4326038360
235, 13.4538574218
235, 13.4538574218
236, 13.4326038360
235, 13.4538574218
235, 13.4538574218
238, 13.3900957107
237, 13.4113492965
235, 13.4538574218
235, 13.4538574218
236, 13.4326038360
234, 13.4751119613
235, 13.4538574218
234, 13.4751119613
235, 13.4538574218
234, 13.4751119613
236, 13.4326038360
236, 13.4326038360
236, 13.4326038360
235, 13.4538574218
236, 13.4326038360
234, 13.4751119613
236, 13.4326038360
236, 13.4326038360
234, 13.4751119613
235, 13.4538574218
236, 13.4326038360
236, 13.4326038360
236, 13.4326038360
237, 13.4113492965
234, 13.4751119613
238, 13.3900957107
234, 13.4751119613
234, 13.4751119613
235, 13.4538574218
235, 13.4538574218
234, 13.4751119613
236, 13.4326038360
236, 13.4326038360
236, 13.4326038360
235, 13.4538574218
235, 13.4538574218
234, 13.4751119613
237, 13.4113492965
236, 13.4326038360
234, 13.4751119613
235, 13.4538574218
236, 13.4326038360
236, 13.4326038360
237, 13.4113492965
235, 13.4538574218
235, 13.4538574218
235, 13.4538574218
237, 13.4113492965
235, 13.4538574218
235, 13.4538574218
236, 13.4326038360
234, 13.4751119613
235, 13.4538574218
235, 13.4538574218
237, 13.4113492965
235, 13.4538574218
236, 13.4326038360
236, 13.4326038360
235, 13.4538574218
238, 13.3900957107
236, 13.4326038360
234, 13.4751119613
235, 13.4538574218
236, 13.4326038360
237, 13.4113492965
235, 13.4538574218
235, 13.4538574218
235, 13.4538574218
235, 13.4538574218
236, 13.4326038360
237, 13.4113492965
237, 13.4113492965
235, 13.4538574218
235, 13.4538574218
236, 13.4326038360
235, 13.4538574218
235, 13.4538574218
237, 13.4113492965
236, 13.4326038360
235, 13.4538574218
234, 13.4751119613
236, 13.4326038360
237, 13.4113492965
236, 13.4326038360
236, 13.4326038360
237, 13.4113492965
236, 13.4326038360
236, 13.4326038360
236, 13.4326038360
237, 13.4113492965
235, 13.4538574218
236, 13.4326038360
236, 13.4326038360
236, 13.4326038360
236, 13.4326038360
236, 13.4326038360
236, 13.4326038360
234, 13.4751119613
234, 13.4751119613
236, 13.4326038360
234, 13.4751119613
235, 13.4538574218
236, 13.4326038360
238, 13.3900957107
235, 13.4538574218
235, 13.4538574218
238, 13.3900957107
235, 13.4538574218
235, 13.4538574218
235, 13.4538574218
236, 13.4326038360
235, 13.4538574218
235, 13.4538574218
235, 13.4538574218
236, 13.4326038360
236, 13.4326038360
236, 13.4326038360
236, 13.4326038360
234, 13.4751119613
235, 13.4538574218
236, 13.4326038360
237, 13.4113492965
236, 13.4326038360
235, 13.4538574218
235, 13.4538574218
236, 13.4326038360
235, 13.4538574218
237, 13.4113492965
236, 13.4326038360
235, 13.4538574218
234, 13.4751119613
234, 13.4751119613
235, 13.4538574218
235, 13.4538574218
238, 13.3900957107
236, 13.4326038360
234, 13.4751119613
234, 13.4751119613
235, 13.4538574218
235, 13.4538574218
236, 13.4326038360
236, 13.4326038360
235, 13.4538574218
236, 13.4326038360
236, 13.4326038360
236, 13.4326038360
237, 13.4113492965
234, 13.4751119613
236, 13.4326038360
235, 13.4538574218
237, 13.4113492965
235, 13.4538574218
236, 13.4326038360
236, 13.4326038360
234, 13.4751119613
235, 13.4538574218
235, 13.4538574218
236, 13.4326038360
234, 13.4751119613
235, 13.4538574218
235, 13.4538574218
236, 13.4326038360
235, 13.4538574218
235, 13.4538574218
235, 13.4538574218
236, 13.4326038360
235, 13.4538574218
235, 13.4538574218
237, 13.4113492965
236, 13.4326038360
236, 13.4326038360
234, 13.4751119613
235, 13.4538574218
235, 13.4538574218
234, 13.4751119613
236, 13.4326038360
238, 13.3900957107
238, 13.3900957107
235, 13.4538574218
236, 13.4326038360
235, 13.4538574218
235, 13.4538574218
236, 13.4326038360
235, 13.4538574218
235, 13.4538574218
235, 13.4538574218
236, 13.4326038360
236, 13.4326038360
235, 13.4538574218
235, 13.4538574218
235, 13.4538574218
234, 13.4751119613
235, 13.4538574218
235, 13.4538574218
236, 13.4326038360
238, 13.3900957107
236, 13.4326038360
235, 13.4538574218
237, 13.4113492965
236, 13.4326038360
236, 13.4326038360
238, 13.3900957107
236, 13.4326038360
236, 13.4326038360
236, 13.4326038360
235, 13.4538574218
235, 13.4538574218
235, 13.4538574218
235, 13.4538574218
236, 13.4326038360
234, 13.4751119613
235, 13.4538574218
235, 13.4538574218
236, 13.4326038360
234, 13.4751119613
235, 13.4538574218
237, 13.4113492965
234, 13.4751119613
235, 13.4538574218
234, 13.4751119613
242, 13.3050794601
236, 13.4326038360
236, 13.4326038360
235, 13.4538574218
236, 13.4326038360
236, 13.4326038360
236, 13.4326038360
236, 13.4326038360
236, 13.4326038360
236, 13.4326038360
234, 13.4751119613
234, 13.4751119613
236, 13.4326038360
234, 13.4751119613
234, 13.4751119613
235, 13.4538574218
235, 13.4538574218
238, 13.3900957107
236, 13.4326038360
236, 13.4326038360
236, 13.4326038360
234, 13.4751119613
235, 13.4538574218
235, 13.4538574218
236, 13.4326038360
236, 13.4326038360
235, 13.4538574218
237, 13.4113492965
235, 13.4538574218
234, 13.4751119613
236, 13.4326038360
235, 13.4538574218
237, 13.4113492965
234, 13.4751119613
234, 13.4751119613
236, 13.4326038360
236, 13.4326038360
234, 13.4751119613
235, 13.4538574218
239, 13.3688411712
237, 13.4113492965
237, 13.4113492965
234, 13.4751119613
236, 13.4326038360
238, 13.3900957107
235, 13.4538574218
236, 13.4326038360
236, 13.4326038360
236, 13.4326038360
235, 13.4538574218
236, 13.4326038360
236, 13.4326038360
236, 13.4326038360
236, 13.4326038360
238, 13.3900957107
234, 13.4751119613
236, 13.4326038360
234, 13.4751119613
235, 13.4538574218
235, 13.4538574218
236, 13.4326038360
235, 13.4538574218
238, 13.3900957107
237, 13.4113492965
235, 13.4538574218
236, 13.4326038360
234, 13.4751119613
234, 13.4751119613
236, 13.4326038360
238, 13.3900957107
235, 13.4538574218
236, 13.4326038360
236, 13.4326038360
240, 13.3475875854
235, 13.4538574218
236, 13.4326038360
236, 13.4326038360
235, 13.4538574218
235, 13.4538574218
234, 13.4751119613
238, 13.3900957107
237, 13.4113492965
236, 13.4326038360
236, 13.4326038360
236, 13.4326038360
237, 13.4113492965
235, 13.4538574218
236, 13.4326038360
236, 13.4326038360
234, 13.4751119613
236, 13.4326038360
237, 13.4113492965
235, 13.4538574218
234, 13.4751119613
235, 13.4538574218
236, 13.4326038360
235, 13.4538574218
236, 13.4326038360
234, 13.4751119613
237, 13.4113492965
238, 13.3900957107
235, 13.4538574218
235, 13.4538574218
237, 13.4113492965
235, 13.4538574218
235, 13.4538574218
234, 13.4751119613
237, 13.4113492965
237, 13.4113492965
236, 13.4326038360
235, 13.4538574218
237, 13.4113492965
235, 13.4538574218
235, 13.4538574218
236, 13.4326038360
237, 13.4113492965
235, 13.4538574218
236, 13.4326038360
235, 13.4538574218
236, 13.4326038360
236, 13.4326038360
235, 13.4538574218
234, 13.4751119613
235, 13.4538574218
235, 13.4538574218
236, 13.4326038360
235, 13.4538574218
237, 13.4113492965
234, 13.4751119613
238, 13.3900957107
235, 13.4538574218
234, 13.4751119613
236, 13.4326038360
236, 13.4326038360
236, 13.4326038360
238, 13.3900957107
234, 13.4751119613
236, 13.4326038360
235, 13.4538574218
236, 13.4326038360
235, 13.4538574218
234, 13.4751119613
235, 13.4538574218
236, 13.4326038360
236, 13.4326038360
235, 13.4538574218
235, 13.4538574218
238, 13.3900957107
235, 13.4538574218
236, 13.4326038360
236, 13.4326038360
235, 13.4538574218
234, 13.4751119613
234, 13.4751119613
236, 13.4326038360
235, 13.4538574218
236, 13.4326038360
235, 13.4538574218
236, 13.4326038360
235, 13.4538574218
238, 13.3900957107
235, 13.4538574218
236, 13.4326038360
236, 13.4326038360
236, 13.4326038360
236, 13.4326038360
236, 13.4326038360
236, 13.4326038360
236, 13.4326038360
235, 13.4538574218
234, 13.4751119613
234, 13.4751119613
236, 13.4326038360
236, 13.4326038360
235, 13.4538574218
237, 13.4113492965
235, 13.4538574218
234, 13.4751119613
234, 13.4751119613
236, 13.4326038360
236, 13.4326038360
233, 13.4963665008
240, 13.3475875854
237, 13.4113492965
240, 13.3475875854
235, 13.4538574218
239, 13.3688411712
236, 13.4326038360
235, 13.4538574218
237, 13.4113492965
235, 13.4538574218
234, 13.4751119613
236, 13.4326038360
235, 13.4538574218
235, 13.4538574218
236, 13.4326038360
236, 13.4326038360
236, 13.4326038360
235, 13.4538574218
239, 13.3688411712
236, 13.4326038360
237, 13.4113492965
234, 13.4751119613
235, 13.4538574218
235, 13.4538574218
240, 13.3475875854
235, 13.4538574218
235, 13.4538574218
240, 13.3475875854
238, 13.3900957107
235, 13.4538574218
240, 13.3475875854
235, 13.4538574218
236, 13.4326038360
240, 13.3475875854
237, 13.4113492965
236, 13.4326038360
238, 13.3900957107
236, 13.4326038360
235, 13.4538574218
240, 13.3475875854
236, 13.4326038360
234, 13.4751119613
236, 13.4326038360
235, 13.4538574218
235, 13.4538574218
234, 13.4751119613
236, 13.4326038360
236, 13.4326038360
236, 13.4326038360
235, 13.4538574218
240, 13.3475875854
235, 13.4538574218
239, 13.3688411712
240, 13.3475875854
240, 13.3475875854
240, 13.3475875854
235, 13.4538574218
234, 13.4751119613
236, 13.4326038360
240, 13.3475875854
235, 13.4538574218
235, 13.4538574218
235, 13.4538574218
241, 13.3263330459
235, 13.4538574218
235, 13.4538574218
236, 13.4326038360
239, 13.3688411712
236, 13.4326038360
241, 13.3263330459
242, 13.3050794601
241, 13.3263330459
